id,caption,media_type,permalink,timestamp,like_count,comments_count,reach,impressions,saved,shares,plays,total_interactions,date,hour,day_of_week,day_of_week_jp,engagement_total,engagement_rate,save_rate,caption_length,hashtag_count,hashtags,categories,primary_category
18065404688307878,"北欧で流行中の新ブランド『BeWider』のデニム。シンプルなのにちゃんと雰囲気があって、余計な装飾がない分シルエットが際立つ。デニム特有の硬さがなくて柔らかく、動きやすいから履き心地が抜群。
サイズ感もちょうどよくて、ピタピタでもダボダボでもない絶妙なバランス。男女どっちが履いてもハマるのがいいですね。
色んな服に合わせやすくて最近ずっと履いてます。

#ad#bewiderdenim #denimlover #denimdetails
＃デニム ＃デニム男子#ストリート＃ストリートファッション#ワイドデニム#ワイドデニムパンツ",CAROUSEL_ALBUM,https://www.instagram.com/p/DHa4aYaT9oO/,2025-03-20 11:47:39+00:00,353,8,5208,0,18,0,0,379,2025-03-20,11,Thursday,木,379,7.27726574500768,0.3456221198156682,268,4,"['ad#bewiderdenim', 'denimlover', 'denimdetails', 'ストリート＃ストリートファッション#ワイドデニム#ワイドデニムパンツ']",['その他'],その他
18050932448204800,"大学生の春休み

猫サークルの集まりで宮城県にある猫島に行ってきた🐈
島の猫みんな人懐っこくて可愛すぎ&癒されすぎた☺️
猫島は他にも何ヶ所かあるみたいなので制覇します！！

#vlog#大学生の日常#fyp#旅行#猫島#田代島",VIDEO,https://www.instagram.com/reel/DHYbQUYTR_5/,2025-03-19 12:55:11+00:00,1630,12,30864,0,440,9,0,2092,2025-03-19,12,Wednesday,水,2091,6.774883359253499,1.425609123898393,114,1,['vlog#大学生の日常#fyp#旅行#猫島#田代島'],"['旅行', '大学生活']",旅行
18045555968368536,"友達とグランピングに行ってきました

猫と自然に囲まれた空間で、日常の疲れが一気に癒される素敵な体験ができました😊
学生でも楽しめるコスパも良い施設で、ぜひ皆さんに一度は行ってもらいたい場所です！！

行ってきたばかりだけどまた行きたい😌

________________________________

🏕️和心村 (わしんむら)
📍千葉県富津市高溝１４
🚗都心から90分！
　アクアライン木更津から車で40分
🉐 公式ＨＰからの予約が１番最安値です🐈

営業時間
チェックイン 15:00~19:00
チェックアウト 11:00
料金
23,000円～

#pr #和心村 #グランピングキャンプ #vlog #大学生 
#fyp",VIDEO,https://www.instagram.com/reel/DHN-4wCz73f/,2025-03-15 11:47:05+00:00,426,14,9046,0,54,2,0,496,2025-03-15,11,Saturday,土,496,5.48308644704842,0.596948927702852,319,6,"['pr', '和心村', 'グランピングキャンプ', 'vlog', '大学生', 'fyp']",['大学生活'],大学生活
18121127284435925,"感性磨き

#坂本龍一#坂本龍一展 #06",CAROUSEL_ALBUM,https://www.instagram.com/p/DGnjVzoTre1/,2025-02-28 13:22:15+00:00,542,12,5545,0,14,1,0,569,2025-02-28,13,Friday,金,569,10.261496844003606,0.25247971145175835,21,2,"['坂本龍一#坂本龍一展', '06']",['その他'],その他
18084881659558509,"#PR #コカコーラ

コカ•コーラクリスマス ドローンショー2024に行ってきました！

近未来的なライトアップで、コカ•コーラの赤色と夜空がマッチしていて最高にお洒落な時間を過ごせました😊

夜空に浮かぶサンタさんと会場の皆で乾杯できて、とにかく一体感が凄かったです！

\夜空を見上げて、コークで乾杯🎄/

#CocaColaChristmas #クリスマスドローンショー#fyp#大学生の日常",VIDEO,https://www.instagram.com/reel/DDhOHsSzVDa/,2024-12-13 12:47:47+00:00,374,1,9641,0,14,3,0,392,2024-12-13,12,Friday,金,392,4.065968260553884,0.14521315216263872,200,4,"['PR', 'コカコーラ', 'CocaColaChristmas', 'クリスマスドローンショー#fyp#大学生の日常']",['大学生活'],大学生活
17989486886732187,"弾丸旅行で尾道へ🐈

レトロな街と猫で大満足な1日でした
夜行バスはもう少し自分の身体が小さければ快適だったはず、、笑
体力に自信がある方にはお勧めしたい旅行プランです😌

#尾道 #尾道観光 #旅行 #vlog #fyp #大学生の日常",VIDEO,https://www.instagram.com/reel/DCzHilJT4Zd/,2024-11-25 15:09:14+00:00,26823,52,770953,0,12845,280,0,40011,2024-11-25,15,Monday,月,40000,5.1883837276721145,1.6661197245487078,119,6,"['尾道', '尾道観光', '旅行', 'vlog', 'fyp', '大学生の日常']","['旅行', '大学生活']",旅行
18317323087094741,"3ヶ月ぶりの運転でスカイツリー周辺観光した休日

最近買ったCalvin Kleinのデニムとスウェットシャツが使いやすくて気に入ってます🙂

#fyp#fashionstyle #outfit #メンズファッション #メンズコーデ",CAROUSEL_ALBUM,https://www.instagram.com/p/DCLygqozu5S/,2024-11-10 08:30:30+00:00,888,14,11838,0,36,0,0,938,2024-11-10,8,Sunday,日,938,7.923635749281973,0.30410542321338063,116,4,"['fyp#fashionstyle', 'outfit', 'メンズファッション', 'メンズコーデ']",['旅行'],旅行
18116816851404382,"お久しぶりです！

今年は自分磨きの秋・ファッションの秋にしたい🍂

#06 #fyp",CAROUSEL_ALBUM,https://www.instagram.com/p/DBeDhc2zKUs/,2024-10-23 14:14:05+00:00,1040,32,15325,0,42,5,0,1119,2024-10-23,14,Wednesday,水,1119,7.30179445350734,0.2740619902120718,43,2,"['06', 'fyp']",['自分磨き'],自分磨き
17948701400841245,"夏休みメインイベント終了

観光最高に楽しかったのでまた行きたい
次は買い物メインで一人旅します

#fyp #06",CAROUSEL_ALBUM,https://www.instagram.com/p/DAI9zvvz8Dc/,2024-09-20 13:08:43+00:00,1022,6,11347,0,41,0,0,1069,2024-09-20,13,Friday,金,1069,9.420992332775183,0.3613289856349696,58,2,"['fyp', '06']",['旅行'],旅行
18030215291067584,"韓国すごく楽しかった🇰🇷

この曲聴きながら歩く夜の韓国は格別でした

#韓国 #fyp #instareels #06",VIDEO,https://www.instagram.com/reel/DAD1ZyiPauI/,2024-09-18 13:24:31+00:00,671,16,33179,0,66,3,0,756,2024-09-18,13,Wednesday,水,756,2.2785496850417433,0.198921004249676,60,4,"['韓国', 'fyp', 'instareels', '06']",['その他'],その他
18079294519470480,"韓国旅行2日目

インスタでよく見る場所を中心に観光

映えには体力が不可欠なことに気づきもっと鍛えようと思いました😑

#韓国 #旅行 #大学生の日常 #06 #fyp",VIDEO,https://www.instagram.com/reel/C_8ASoSvjFV/,2024-09-15 12:23:04+00:00,661,17,28104,0,83,1,0,762,2024-09-15,12,Sunday,日,762,2.7113578138343297,0.29533162539140334,85,5,"['韓国', '旅行', '大学生の日常', '06', 'fyp']","['旅行', '大学生活']",旅行
18058328629671112,"韓国旅行1日目
人生初の韓国旅行、韓国語が分からないで行ったらコミュニケーションに苦戦しました🙄

でもみんな優しくて良かったです

#韓国 #旅行 #vlog #06 #fyp #大学生の日常",VIDEO,https://www.instagram.com/reel/C_0SLqKPDVm/,2024-09-12 12:25:05+00:00,788,14,32124,0,95,1,0,898,2024-09-12,12,Thursday,木,898,2.7954177561947455,0.2957290499315154,97,6,"['韓国', '旅行', 'vlog', '06', 'fyp', '大学生の日常']","['旅行', '大学生活']",旅行
18139908232350606,"韓国で王様になってきました

撮影も編集も一流で感激しました👑
女性の方が衣装も豊富だったので皆さんも良かったら王族になりましょう😎

#fyp #instareels #reelsinstagram #韓国 #大学生の日常 #06",VIDEO,https://www.instagram.com/reel/C_vPdj_PwMN/,2024-09-10 13:28:09+00:00,616,21,20493,0,29,5,0,671,2024-09-10,13,Tuesday,火,671,3.2742887815351582,0.14151173571463427,116,6,"['fyp', 'instareels', 'reelsinstagram', '韓国', '大学生の日常', '06']",['大学生活'],大学生活
18042521764990920,"夏休みの1日

久しぶりに高校の友達と遊んだ日

「ヨシタケシンスケ展かもしれない」
大人も子どもも楽しめる内容でとても良かった。
いつのまにかなくなっていた幼心を思い出す良い機会になりました🙂

#大学生 #fyp #daily",CAROUSEL_ALBUM,https://www.instagram.com/p/C_YHf7fzjEu/,2024-09-01 13:50:36+00:00,1294,18,11954,0,38,1,0,1351,2024-09-01,13,Sunday,日,1351,11.301656349339133,0.3178852267023591,115,3,"['大学生', 'fyp', 'daily']",['大学生活'],大学生活
18038796925883762,"夏の釧路はとても過ごしやすい

最終日にバスツアーで観光したけど
周りが外国人しかいなくて逆に居心地良かった。

#北海道 #免許合宿 #釧路 #一人旅 #fyp",CAROUSEL_ALBUM,https://www.instagram.com/p/C_A5TaNzfaw/,2024-08-23 13:24:01+00:00,1048,15,9384,0,23,0,0,1086,2024-08-23,13,Friday,金,1086,11.572890025575447,0.24509803921568626,81,5,"['北海道', '免許合宿', '釧路', '一人旅', 'fyp']",['旅行'],旅行
18076272091531540,"あっという間に合宿が終わりました

1人行動のメリットデメリットが実感できて今
後に活かしたいと思います。
まずは友達と遊びに行くことが次の楽しみですね。予定はないけど

#免許合宿 #北海道 #vlog #大学生 #fyp #1人行動",VIDEO,https://www.instagram.com/reel/C-7yscbPcD8/,2024-08-21 13:54:21+00:00,827,23,48895,0,79,1,0,930,2024-08-21,13,Wednesday,水,930,1.9020349729011146,0.16157071275181512,118,6,"['免許合宿', '北海道', 'vlog', '大学生', 'fyp', '1人行動']",['大学生活'],大学生活
18020865548161428,"効果測定と仮免許は何とか合格できました。

1人が暇過ぎて、自発的に勉強してたのが
自分でも信じられないです🙂

#免許合宿 #大学生 #vlog #北海道 #釧路 #fyp #1人免許合宿勢と繋がりたい",VIDEO,https://www.instagram.com/reel/C-u8g0jv0eR/,2024-08-16 14:06:35+00:00,1099,24,124432,0,105,1,0,1229,2024-08-16,14,Friday,金,1229,0.9876880545197376,0.08438343834383438,102,7,"['免許合宿', '大学生', 'vlog', '北海道', '釧路', 'fyp', '1人免許合宿勢と繋がりたい']","['自分磨き', '大学生活']",自分磨き
18058453255628905,"免許合宿は意外と忙しい。

夏の釧路は涼しくて過ごしやすいので
避暑地には最適かもしれないです

#免許合宿 #北海道 #大学生 #vlog #fyp",VIDEO,https://www.instagram.com/reel/C-fhREgPlbb/,2024-08-10 14:23:04+00:00,1516,29,169732,0,179,2,0,1726,2024-08-10,14,Saturday,土,1726,1.0168972262154454,0.10546037282303866,75,5,"['免許合宿', '北海道', '大学生', 'vlog', 'fyp']",['大学生活'],大学生活
17933869913874895,"免許取れる気がしないけど何とか頑張ります、

友達曰くこっちには何もないらしいので
近いうちにYouTubeかインスタライブ
すると思います

#免許合宿 #vlog #大学生 #fyp #日常",VIDEO,https://www.instagram.com/reel/C-SYlx_vsrC/,2024-08-05 11:56:33+00:00,1324,34,95560,0,184,1,0,1543,2024-08-05,11,Monday,月,1543,1.614692339891168,0.19254918375889493,97,5,"['免許合宿', 'vlog', '大学生', 'fyp', '日常']",['大学生活'],大学生活
17850715491225409,"grwmよりモーニングルーティンみたいになったかもしれない。
テストも終わって夏休みに入ったけど
有意義に過ごしたい、です

#pr #大学生 #grwm #vlog #fyp

#香水 #フレグランス #香水好きな人と繋がりたい #香り好きな人と繋がりたい #アロマ #コスメ #人気香水 #オススメ香水 #デパコス #ユニセックス香水 #大人の香り  #香水マニア #香水オタク #香水紹介 #モテ香水 #djfoy #DIふぉい #noxiii #ナンバーサーティーン#レペゼンフォックス",VIDEO,https://www.instagram.com/reel/C-ID6HjPlE-/,2024-08-01 11:50:47+00:00,1154,25,65327,0,259,6,0,1444,2024-08-01,11,Thursday,木,1444,2.2104183568815343,0.3964670044545134,247,24,"['pr', '大学生', 'grwm', 'vlog', 'fyp', '香水', 'フレグランス', '香水好きな人と繋がりたい', '香り好きな人と繋がりたい', 'アロマ', 'コスメ', '人気香水', 'オススメ香水', 'デパコス', 'ユニセックス香水', '大人の香り', '香水マニア', '香水オタク', '香水紹介', 'モテ香水', 'djfoy', 'DIふぉい', 'noxiii', 'ナンバーサーティーン#レペゼンフォックス']","['暮らし', '美容', '自分磨き', '大学生活']",暮らし
17969021852756644,"あんまり勉強に勤しめてないテスト前の大学生

久しぶりの投稿です🙇

________________________________

試験前なのに、自分の将来について考える時間が増えていました。早いうちからやりたいことを見つけるのは難しいので、インターンに参加して企業での仕事を楽しみながらこなす方法を学ぶべきだとか、若いうちに多くの経験を積むべきだとか、夏季インターンや就活中の兄の影響もあり、色々と考えるようになりました。

夏休みの予定を立てている最中で、インターンに行くか迷ってます。でも、今の自分は動画を撮って人に届けること、人と繋がることが楽しいと感じているので、このSNS活動をうまく仕事に繋げたいと思っています。これまでとは少し違う方向で（アカウントを分けるかもしれませんが）、温泉や自然巡りなど、日本を旅することも考えてます。

自分の活動はフォロワーの皆さんに支えられている部分が多く、フォロワーさんから学ぶこともたくさんあると感じています。これからも「こんなことをしてほしい」といったご意見やアドバイスをいただけると嬉しいです！

こうしたことを踏まえて、夏休みの計画を立てていきたいと思います。皆さんのご意見を参考にしながらこのアカウントを通して成長できるように頑張ります。

突然の長文失礼しました🙇

でもまずは明後日の試験が非常にまずいので勉強します😇

#大学生#vlog#自分磨き#勉強#筋トレ#fyp",VIDEO,https://www.instagram.com/reel/C9pCHWUvcQe/,2024-07-20 11:08:18+00:00,751,20,31849,0,128,1,0,900,2024-07-20,11,Saturday,土,900,2.825834406103802,0.4018964488680964,620,1,['大学生#vlog#自分磨き#勉強#筋トレ#fyp'],"['旅行', '筋トレ', '自分磨き', '大学生活']",旅行
18126792160322621,"また友達とセミパーソナルジムで筋トレしてきました。

普段着る服に悩んでたんですけど、結論筋肉つければ何でも良さそうってことになったので
筋トレ頑張ります。

#自分磨き#男磨き#vlog#筋トレ#06#大学生",VIDEO,https://www.instagram.com/reel/C9AAysupAcG/,2024-07-04 12:10:45+00:00,835,24,30168,0,143,1,0,1003,2024-07-04,12,Thursday,木,1003,3.3247149297268628,0.47401219835587377,105,1,['自分磨き#男磨き#vlog#筋トレ#06#大学生'],"['筋トレ', '自分磨き', '大学生活']",筋トレ
18105040012408398,"大学生の息抜きとコラボ。

久しぶりに再開した友達がTikTokやってました。かつてはゲーム仲間だったけど、今では海外でサッカー頑張ってて尊敬です⚽️

すごい楽しかったのでまたコラボしましょう
@l._05921 @leo.yoda921 

#大学生の日常#大学生#vlog#06#fyp#コラボ
#息抜き",VIDEO,https://www.instagram.com/reel/C8ra-aYJOJ2/,2024-06-26 12:20:35+00:00,992,28,31394,0,105,5,0,1130,2024-06-26,12,Wednesday,水,1130,3.599413900745365,0.3344588137860738,155,2,"['大学生の日常#大学生#vlog#06#fyp#コラボ', '息抜き']",['大学生活'],大学生活
17903950550992340,"充実した大学生の1日

今回は友達と一緒にセミパーソナルジム「Fitness Studio Lien」に行ってきました！いつも1人で筋トレするよりも、丁寧に教えてもらえてすぐに実践できるので、凄く良かったです😌

やっぱり予定を詰めた方が1日の達成感があって充実しますね。今回一緒に行ってくれた尊敬する友達も、忙しいほど生きてる実感があると言ってたので、僕も見習って色々詰め込もうと思います🔥

#男磨き#自分磨き#筋トレ#大学生#大学生の日常 #vlog",VIDEO,https://www.instagram.com/reel/C8PMw_NJcT9/,2024-06-15 13:21:28+00:00,1072,29,34442,0,158,4,0,1263,2024-06-15,13,Saturday,土,1263,3.667034434701818,0.458742233319784,228,2,"['男磨き#自分磨き#筋トレ#大学生#大学生の日常', 'vlog']","['筋トレ', '自分磨き', '大学生活']",筋トレ
18437422018025426,"今回は自分磨きをする理由です🙇‍♂️

半年くらい前から、周りの人に良い影響を与えられることが嬉しくて色々続けるようになりました。

アフレコしようか迷ったんですけどひろゆきの方が日本語流暢に話せるのでこっちにしました🫥

#自分磨き#大学生#vlog#おすすめ#早慶戦#みんな頑張った",VIDEO,https://www.instagram.com/reel/C7waw59pc0B/,2024-06-03 14:15:46+00:00,785,27,26741,0,52,3,0,867,2024-06-03,14,Monday,月,867,3.242212333121424,0.19445794846864364,143,1,['自分磨き#大学生#vlog#おすすめ#早慶戦#みんな頑張った'],"['自分磨き', '大学生活']",自分磨き
17970325919723011,"自分磨きでして良かったことは今回の4つ

昔の自分と比べると大分変われたと思います
どれもまだまだ完璧ではないので、引き続き頑張ります🔥

最後の自己発信は三日坊主の自分にとって
モチベーションを維持する上で効果的でした😌
継続するのが苦手な方は発信を始めるのも一つの手かもしれません、！

友達各位
仲間を増やしたいのでSNS始めませんか、

______________________________________

『OBgE ナチュラルカバーファンデーショ
ン』

大事な用事がある時は朝にこのファンデーション使ってます！
自然に仕上がるのでおすすめです。

Qoo10メガ割期間中で6/1～12はお得に買えます！

#垢抜け#自分磨き#男磨き#大学生#高校生#ルーティン#おすすめ
#AD#ADgE #オブジェ#ナチュラルカバー
ファンデーション",VIDEO,https://www.instagram.com/reel/C7okB7wpwzo/,2024-05-31 13:13:22+00:00,699,22,28386,0,139,3,0,863,2024-05-31,13,Friday,金,863,3.040231099837948,0.4896780102867611,380,3,"['垢抜け#自分磨き#男磨き#大学生#高校生#ルーティン#おすすめ', 'AD#ADgE', 'オブジェ#ナチュラルカバー']","['暮らし', '自分磨き', '大学生活']",暮らし
17941279847819178,"徐々に学校でも動画撮れるようになってきたかもしれない。

今回は大学生のリアルな1日を撮ってみました
明確な目標が何もないのでダンスでもやってみようかな

#大学生#vlog#おすすめ#慶應#自分磨き",VIDEO,https://www.instagram.com/reel/C7l10ncJ44r/,2024-05-30 11:46:48+00:00,1596,35,68875,0,263,8,0,1902,2024-05-30,11,Thursday,木,1902,2.761524500907441,0.3818511796733213,100,1,['大学生#vlog#おすすめ#慶應#自分磨き'],"['自分磨き', '大学生活']",自分磨き
18074713405443159,"充実してて大学生活は順調
ぼちぼち勉強もします、

1日vlogじゃなくて企画とかもするのが良いのかな🤔

#大学生#日常#大学生の日常#vlog#おすすめ#fyp#reelsinstagram",VIDEO,https://www.instagram.com/reel/C7bzc5IJ_ul/,2024-05-26 14:07:27+00:00,727,27,27431,0,43,1,0,798,2024-05-26,14,Sunday,日,798,2.9091174218949365,0.15675695381138127,97,1,['大学生#日常#大学生の日常#vlog#おすすめ#fyp#reelsinstagram'],"['暮らし', '自分磨き', '大学生活']",暮らし
18004530050599602,"今回は学校でプロテイン配布おじさんになってきました。みんなに喜んでもらえて嬉しかったです🙂

プロテインなのに、飲み心地はまるでジュース

粉っぽさが気になったり、プロテイン感が苦手な方におすすめです！

提供　　　　　 ：Naturecan株式会社 

webサイト：https://www.naturecan-fitness.jp/ 

今回のおすすめ商品 　：https://www.naturecan-fitness.jp/products/clear-whey-protein

5/25(土)~5/27(月)の3日間で対象商品最大50％OFFの”プロテイン特別価格セール”開催中です！
特別ディスカウントコード「KOU」のコード利用で購入総額から、さらに10％OFFで購入できます！

#大学生#日常#vlog#慶應#おすすめ#naturecan#プロテイン#おいしい",VIDEO,https://www.instagram.com/reel/C7XparUhLE8/,2024-05-24 23:23:24+00:00,973,33,49934,0,152,10,0,1168,2024-05-24,23,Friday,金,1168,2.3390875956262267,0.3044018103897144,390,1,['大学生#日常#vlog#慶應#おすすめ#naturecan#プロテイン#おいしい'],"['筋トレ', '大学生活']",筋トレ
18226383472278538,"高校生の時の生活リズムに戻したい

最近インスタで4時起きして勉強する社会人の方を見つけて、感化されました
明日から継続して朝活出来るように頑張ります！

勉強にしても自分磨きにしても継続力が大事だと思うので皆さん一緒に頑張りましょう🔥

#vlog#大学生の日常#朝活#自分磨き#おすすめ",VIDEO,https://www.instagram.com/reel/C7EjJUjJyXB/,2024-05-17 13:29:52+00:00,1030,34,20330,0,123,9,0,1196,2024-05-17,13,Friday,金,1196,5.8829316281357595,0.6050172159370388,145,1,['vlog#大学生の日常#朝活#自分磨き#おすすめ'],"['暮らし', '自分磨き', '大学生活']",暮らし
18097700581408932,"予定が無い日は料理と筋トレで誤魔化しましょう🧑‍🍳🏋️

最近編集とか課題とかで寝る時間が遅くなって朝活が全然出来てないので、そろそろ生活リズム整えないと、、

#大学生#自分磨き#vlog#筋トレ#おすすめ#routine",VIDEO,https://www.instagram.com/reel/C638IKtJe_P/,2024-05-12 15:57:47+00:00,999,36,23373,0,126,5,0,1166,2024-05-12,15,Sunday,日,1166,4.988662131519274,0.5390835579514826,112,1,['大学生#自分磨き#vlog#筋トレ#おすすめ#routine'],"['暮らし', '筋トレ', '自分磨き', '大学生活']",暮らし
17857801782155695,"少しずつ友達もでき始めていい感じです
同じクラスの人には意外とバレてました笑

最近ありがたいことに
案件のお誘いをいただいたり、僕の動画をみて自分磨きを始めて生活が変わったっていうDMを多くいただけるようになったり

SNSを始めただけでこうやって
色々なことが出来て沢山の人と繋がれるようになって嬉しい。

個人的には皆さんにもSNS始めて欲しいっていう願望があります🫣

SNSは生活を変えられる一つのツールで、
自分は投稿を始めてから大分考え方も変わって成長した実感があるので、もし今の環境に悩んでいる方がいたら
是非一度試してみてください、！

長文失礼しました🙇‍♂️

#自分磨き#大学生#大学生の日常#vlog#routine#おすすめ",VIDEO,https://www.instagram.com/reel/C6giSpzJpTD/,2024-05-03 13:51:46+00:00,1028,30,28675,0,125,38,0,1221,2024-05-03,13,Friday,金,1221,4.258064516129032,0.4359197907585004,326,1,['自分磨き#大学生#大学生の日常#vlog#routine#おすすめ'],"['暮らし', '自分磨き', '大学生活']",暮らし
18027493439076126,"少しずつ前進してる気がする、
意識高くいきましょう

#vlog#大学生の日常#大学生#日常#おすすめ",VIDEO,https://www.instagram.com/reel/C6TgqRZJEfj/,2024-04-28 12:20:36+00:00,1703,30,225005,0,281,6,0,2020,2024-04-28,12,Sunday,日,2020,0.897757827603831,0.12488611364191907,51,1,['vlog#大学生の日常#大学生#日常#おすすめ'],['大学生活'],大学生活
18040388488774798,"更新遅くなってすみません！

文字ではいくらでも書き連ねられるのに、現実では無口なのどうにかしたいです。

#vlog#fyp#日常#大学生#06#05#uni",VIDEO,https://www.instagram.com/reel/C58iqZ2pRv9/,2024-04-19 14:15:26+00:00,1309,39,50091,0,147,1,0,1496,2024-04-19,14,Friday,金,1496,2.986564452696093,0.2934658920764209,80,1,['vlog#fyp#日常#大学生#06#05#uni'],['大学生活'],大学生活
17974552781688828,"大学の先輩にも知られてるみたいで割と恥ずかしい。見かけても温かい目で見てください🫨

#大学生#vlog#大学生の日常#おすすめ#fyp",VIDEO,https://www.instagram.com/reel/C5dYfueJrGg/,2024-04-07 11:52:51+00:00,2333,66,130001,0,396,16,0,2811,2024-04-07,11,Sunday,日,2811,2.162291059299544,0.3046130414381428,68,1,['大学生#vlog#大学生の日常#おすすめ#fyp'],['大学生活'],大学生活
