id,caption,media_type,permalink,timestamp,like_count,comments_count,reach,impressions,saved,shares,plays,total_interactions
18121127284435925,"感性磨き

#坂本龍一#坂本龍一展 #06",CAROUSEL_ALBUM,https://www.instagram.com/p/DGnjVzoTre1/,2025-02-28T13:22:15+0000,542,12,5545,0,14,1,0,569
18084881659558509,"#PR #コカコーラ

コカ•コーラクリスマス ドローンショー2024に行ってきました！

近未来的なライトアップで、コカ•コーラの赤色と夜空がマッチしていて最高にお洒落な時間を過ごせました😊

夜空に浮かぶサンタさんと会場の皆で乾杯できて、とにかく一体感が凄かったです！

\夜空を見上げて、コークで乾杯🎄/

#CocaColaChristmas #クリスマスドローンショー#fyp#大学生の日常",VIDEO,https://www.instagram.com/reel/DDhOHsSzVDa/,2024-12-13T12:47:47+0000,374,1,9641,0,14,3,0,392
17989486886732187,"弾丸旅行で尾道へ🐈

レトロな街と猫で大満足な1日でした
夜行バスはもう少し自分の身体が小さければ快適だったはず、、笑
体力に自信がある方にはお勧めしたい旅行プランです😌

#尾道 #尾道観光 #旅行 #vlog #fyp #大学生の日常",VIDEO,https://www.instagram.com/reel/DCzHilJT4Zd/,2024-11-25T15:09:14+0000,26823,52,770953,0,12845,280,0,40011
18317323087094741,"3ヶ月ぶりの運転でスカイツリー周辺観光した休日

最近買ったCalvin Kleinのデニムとスウェットシャツが使いやすくて気に入ってます🙂

#fyp#fashionstyle #outfit #メンズファッション #メンズコーデ",CAROUSEL_ALBUM,https://www.instagram.com/p/DCLygqozu5S/,2024-11-10T08:30:30+0000,888,14,11838,0,36,0,0,938
18116816851404382,"お久しぶりです！

今年は自分磨きの秋・ファッションの秋にしたい🍂

#06 #fyp",CAROUSEL_ALBUM,https://www.instagram.com/p/DBeDhc2zKUs/,2024-10-23T14:14:05+0000,1040,32,15325,0,42,5,0,1119
17948701400841245,"夏休みメインイベント終了

観光最高に楽しかったのでまた行きたい
次は買い物メインで一人旅します

#fyp #06",CAROUSEL_ALBUM,https://www.instagram.com/p/DAI9zvvz8Dc/,2024-09-20T13:08:43+0000,1022,6,11347,0,41,0,0,1069
18030215291067584,"韓国すごく楽しかった🇰🇷

この曲聴きながら歩く夜の韓国は格別でした

#韓国 #fyp #instareels #06",VIDEO,https://www.instagram.com/reel/DAD1ZyiPauI/,2024-09-18T13:24:31+0000,671,16,33179,0,66,3,0,756
18079294519470480,"韓国旅行2日目

インスタでよく見る場所を中心に観光

映えには体力が不可欠なことに気づきもっと鍛えようと思いました😑

#韓国 #旅行 #大学生の日常 #06 #fyp",VIDEO,https://www.instagram.com/reel/C_8ASoSvjFV/,2024-09-15T12:23:04+0000,661,17,28104,0,83,1,0,762
18058328629671112,"韓国旅行1日目
人生初の韓国旅行、韓国語が分からないで行ったらコミュニケーションに苦戦しました🙄

でもみんな優しくて良かったです

#韓国 #旅行 #vlog #06 #fyp #大学生の日常",VIDEO,https://www.instagram.com/reel/C_0SLqKPDVm/,2024-09-12T12:25:05+0000,788,14,32124,0,95,1,0,898
18139908232350606,"韓国で王様になってきました

撮影も編集も一流で感激しました👑
女性の方が衣装も豊富だったので皆さんも良かったら王族になりましょう😎

#fyp #instareels #reelsinstagram #韓国 #大学生の日常 #06",VIDEO,https://www.instagram.com/reel/C_vPdj_PwMN/,2024-09-10T13:28:09+0000,616,21,20493,0,29,5,0,671
18042521764990920,"夏休みの1日

久しぶりに高校の友達と遊んだ日

「ヨシタケシンスケ展かもしれない」
大人も子どもも楽しめる内容でとても良かった。
いつのまにかなくなっていた幼心を思い出す良い機会になりました🙂

#大学生 #fyp #daily",CAROUSEL_ALBUM,https://www.instagram.com/p/C_YHf7fzjEu/,2024-09-01T13:50:36+0000,1294,18,11954,0,38,1,0,1351
18038796925883762,"夏の釧路はとても過ごしやすい

最終日にバスツアーで観光したけど
周りが外国人しかいなくて逆に居心地良かった。

#北海道 #免許合宿 #釧路 #一人旅 #fyp",CAROUSEL_ALBUM,https://www.instagram.com/p/C_A5TaNzfaw/,2024-08-23T13:24:01+0000,1048,15,9384,0,23,0,0,1086
18076272091531540,"あっという間に合宿が終わりました

1人行動のメリットデメリットが実感できて今
後に活かしたいと思います。
まずは友達と遊びに行くことが次の楽しみですね。予定はないけど

#免許合宿 #北海道 #vlog #大学生 #fyp #1人行動",VIDEO,https://www.instagram.com/reel/C-7yscbPcD8/,2024-08-21T13:54:21+0000,827,23,48895,0,79,1,0,930
18020865548161428,"効果測定と仮免許は何とか合格できました。

1人が暇過ぎて、自発的に勉強してたのが
自分でも信じられないです🙂

#免許合宿 #大学生 #vlog #北海道 #釧路 #fyp #1人免許合宿勢と繋がりたい",VIDEO,https://www.instagram.com/reel/C-u8g0jv0eR/,2024-08-16T14:06:35+0000,1099,24,124432,0,105,1,0,1229
18058453255628905,"免許合宿は意外と忙しい。

夏の釧路は涼しくて過ごしやすいので
避暑地には最適かもしれないです

#免許合宿 #北海道 #大学生 #vlog #fyp",VIDEO,https://www.instagram.com/reel/C-fhREgPlbb/,2024-08-10T14:23:04+0000,1516,29,169732,0,179,2,0,1726
17933869913874895,"免許取れる気がしないけど何とか頑張ります、

友達曰くこっちには何もないらしいので
近いうちにYouTubeかインスタライブ
すると思います

#免許合宿 #vlog #大学生 #fyp #日常",VIDEO,https://www.instagram.com/reel/C-SYlx_vsrC/,2024-08-05T11:56:33+0000,1324,34,95560,0,184,1,0,1543
17850715491225409,"grwmよりモーニングルーティンみたいになったかもしれない。
テストも終わって夏休みに入ったけど
有意義に過ごしたい、です

#pr #大学生 #grwm #vlog #fyp

#香水 #フレグランス #香水好きな人と繋がりたい #香り好きな人と繋がりたい #アロマ #コスメ #人気香水 #オススメ香水 #デパコス #ユニセックス香水 #大人の香り  #香水マニア #香水オタク #香水紹介 #モテ香水 #djfoy #DIふぉい #noxiii #ナンバーサーティーン#レペゼンフォックス",VIDEO,https://www.instagram.com/reel/C-ID6HjPlE-/,2024-08-01T11:50:47+0000,1154,25,65327,0,259,6,0,1444
17969021852756644,"あんまり勉強に勤しめてないテスト前の大学生

久しぶりの投稿です🙇

________________________________

試験前なのに、自分の将来について考える時間が増えていました。早いうちからやりたいことを見つけるのは難しいので、インターンに参加して企業での仕事を楽しみながらこなす方法を学ぶべきだとか、若いうちに多くの経験を積むべきだとか、夏季インターンや就活中の兄の影響もあり、色々と考えるようになりました。

夏休みの予定を立てている最中で、インターンに行くか迷ってます。でも、今の自分は動画を撮って人に届けること、人と繋がることが楽しいと感じているので、このSNS活動をうまく仕事に繋げたいと思っています。これまでとは少し違う方向で（アカウントを分けるかもしれませんが）、温泉や自然巡りなど、日本を旅することも考えてます。

自分の活動はフォロワーの皆さんに支えられている部分が多く、フォロワーさんから学ぶこともたくさんあると感じています。これからも「こんなことをしてほしい」といったご意見やアドバイスをいただけると嬉しいです！

こうしたことを踏まえて、夏休みの計画を立てていきたいと思います。皆さんのご意見を参考にしながらこのアカウントを通して成長できるように頑張ります。

突然の長文失礼しました🙇

でもまずは明後日の試験が非常にまずいので勉強します😇

#大学生#vlog#自分磨き#勉強#筋トレ#fyp",VIDEO,https://www.instagram.com/reel/C9pCHWUvcQe/,2024-07-20T11:08:18+0000,751,20,31849,0,128,1,0,900
18126792160322621,"また友達とセミパーソナルジムで筋トレしてきました。

普段着る服に悩んでたんですけど、結論筋肉つければ何でも良さそうってことになったので
筋トレ頑張ります。

#自分磨き#男磨き#vlog#筋トレ#06#大学生",VIDEO,https://www.instagram.com/reel/C9AAysupAcG/,2024-07-04T12:10:45+0000,835,24,30168,0,143,1,0,1003
18105040012408398,"大学生の息抜きとコラボ。

久しぶりに再開した友達がTikTokやってました。かつてはゲーム仲間だったけど、今では海外でサッカー頑張ってて尊敬です⚽️

すごい楽しかったのでまたコラボしましょう
@l._05921 @leo.yoda921 

#大学生の日常#大学生#vlog#06#fyp#コラボ
#息抜き",VIDEO,https://www.instagram.com/reel/C8ra-aYJOJ2/,2024-06-26T12:20:35+0000,992,28,31394,0,105,5,0,1130
17903950550992340,"充実した大学生の1日

今回は友達と一緒にセミパーソナルジム「Fitness Studio Lien」に行ってきました！いつも1人で筋トレするよりも、丁寧に教えてもらえてすぐに実践できるので、凄く良かったです😌

やっぱり予定を詰めた方が1日の達成感があって充実しますね。今回一緒に行ってくれた尊敬する友達も、忙しいほど生きてる実感があると言ってたので、僕も見習って色々詰め込もうと思います🔥

#男磨き#自分磨き#筋トレ#大学生#大学生の日常 #vlog",VIDEO,https://www.instagram.com/reel/C8PMw_NJcT9/,2024-06-15T13:21:28+0000,1072,29,34442,0,158,4,0,1263
18437422018025426,"今回は自分磨きをする理由です🙇‍♂️

半年くらい前から、周りの人に良い影響を与えられることが嬉しくて色々続けるようになりました。

アフレコしようか迷ったんですけどひろゆきの方が日本語流暢に話せるのでこっちにしました🫥

#自分磨き#大学生#vlog#おすすめ#早慶戦#みんな頑張った",VIDEO,https://www.instagram.com/reel/C7waw59pc0B/,2024-06-03T14:15:46+0000,785,27,26741,0,52,3,0,867
17970325919723011,"自分磨きでして良かったことは今回の4つ

昔の自分と比べると大分変われたと思います
どれもまだまだ完璧ではないので、引き続き頑張ります🔥

最後の自己発信は三日坊主の自分にとって
モチベーションを維持する上で効果的でした😌
継続するのが苦手な方は発信を始めるのも一つの手かもしれません、！

友達各位
仲間を増やしたいのでSNS始めませんか、

______________________________________

『OBgE ナチュラルカバーファンデーショ
ン』

大事な用事がある時は朝にこのファンデーション使ってます！
自然に仕上がるのでおすすめです。

Qoo10メガ割期間中で6/1～12はお得に買えます！

#垢抜け#自分磨き#男磨き#大学生#高校生#ルーティン#おすすめ
#AD#ADgE #オブジェ#ナチュラルカバー
ファンデーション",VIDEO,https://www.instagram.com/reel/C7okB7wpwzo/,2024-05-31T13:13:22+0000,699,22,28386,0,139,3,0,863
17941279847819178,"徐々に学校でも動画撮れるようになってきたかもしれない。

今回は大学生のリアルな1日を撮ってみました
明確な目標が何もないのでダンスでもやってみようかな

#大学生#vlog#おすすめ#慶應#自分磨き",VIDEO,https://www.instagram.com/reel/C7l10ncJ44r/,2024-05-30T11:46:48+0000,1596,35,68875,0,263,8,0,1902
18074713405443159,"充実してて大学生活は順調
ぼちぼち勉強もします、

1日vlogじゃなくて企画とかもするのが良いのかな🤔

#大学生#日常#大学生の日常#vlog#おすすめ#fyp#reelsinstagram",VIDEO,https://www.instagram.com/reel/C7bzc5IJ_ul/,2024-05-26T14:07:27+0000,727,27,27431,0,43,1,0,798
18004530050599602,"今回は学校でプロテイン配布おじさんになってきました。みんなに喜んでもらえて嬉しかったです🙂

プロテインなのに、飲み心地はまるでジュース

粉っぽさが気になったり、プロテイン感が苦手な方におすすめです！

提供　　　　　 ：Naturecan株式会社 

webサイト：https://www.naturecan-fitness.jp/ 

今回のおすすめ商品 　：https://www.naturecan-fitness.jp/products/clear-whey-protein

5/25(土)~5/27(月)の3日間で対象商品最大50％OFFの”プロテイン特別価格セール”開催中です！
特別ディスカウントコード「KOU」のコード利用で購入総額から、さらに10％OFFで購入できます！

#大学生#日常#vlog#慶應#おすすめ#naturecan#プロテイン#おいしい",VIDEO,https://www.instagram.com/reel/C7XparUhLE8/,2024-05-24T23:23:24+0000,973,33,49934,0,152,10,0,1168
18226383472278538,"高校生の時の生活リズムに戻したい

最近インスタで4時起きして勉強する社会人の方を見つけて、感化されました
明日から継続して朝活出来るように頑張ります！

勉強にしても自分磨きにしても継続力が大事だと思うので皆さん一緒に頑張りましょう🔥

#vlog#大学生の日常#朝活#自分磨き#おすすめ",VIDEO,https://www.instagram.com/reel/C7EjJUjJyXB/,2024-05-17T13:29:52+0000,1030,34,20330,0,123,9,0,1196
18097700581408932,"予定が無い日は料理と筋トレで誤魔化しましょう🧑‍🍳🏋️

最近編集とか課題とかで寝る時間が遅くなって朝活が全然出来てないので、そろそろ生活リズム整えないと、、

#大学生#自分磨き#vlog#筋トレ#おすすめ#routine",VIDEO,https://www.instagram.com/reel/C638IKtJe_P/,2024-05-12T15:57:47+0000,999,36,23373,0,126,5,0,1166
17857801782155695,"少しずつ友達もでき始めていい感じです
同じクラスの人には意外とバレてました笑

最近ありがたいことに
案件のお誘いをいただいたり、僕の動画をみて自分磨きを始めて生活が変わったっていうDMを多くいただけるようになったり

SNSを始めただけでこうやって
色々なことが出来て沢山の人と繋がれるようになって嬉しい。

個人的には皆さんにもSNS始めて欲しいっていう願望があります🫣

SNSは生活を変えられる一つのツールで、
自分は投稿を始めてから大分考え方も変わって成長した実感があるので、もし今の環境に悩んでいる方がいたら
是非一度試してみてください、！

長文失礼しました🙇‍♂️

#自分磨き#大学生#大学生の日常#vlog#routine#おすすめ",VIDEO,https://www.instagram.com/reel/C6giSpzJpTD/,2024-05-03T13:51:46+0000,1028,30,28675,0,125,38,0,1221
18027493439076126,"少しずつ前進してる気がする、
意識高くいきましょう

#vlog#大学生の日常#大学生#日常#おすすめ",VIDEO,https://www.instagram.com/reel/C6TgqRZJEfj/,2024-04-28T12:20:36+0000,1703,30,225005,0,281,6,0,2020
18040388488774798,"更新遅くなってすみません！

文字ではいくらでも書き連ねられるのに、現実では無口なのどうにかしたいです。

#vlog#fyp#日常#大学生#06#05#uni",VIDEO,https://www.instagram.com/reel/C58iqZ2pRv9/,2024-04-19T14:15:26+0000,1309,39,50091,0,147,1,0,1496
17974552781688828,"大学の先輩にも知られてるみたいで割と恥ずかしい。見かけても温かい目で見てください🫨

#大学生#vlog#大学生の日常#おすすめ#fyp",VIDEO,https://www.instagram.com/reel/C5dYfueJrGg/,2024-04-07T11:52:51+0000,2333,66,130001,0,396,16,0,2811
18041219782689897,"アフレコ初挑戦してみました。
難しいし恥ずかしいしで顔がない、、

新しいカメラは美顔効果がついてるみたいで顔が全然違う笑

#日常#vlog#06#大学生#fyp#おすすめ#自分磨き",VIDEO,https://www.instagram.com/reel/C5LlZ4jpkk-/,2024-03-31T13:53:59+0000,1833,90,161773,0,322,13,0,2258
18031276726758713,"大学生活不安しかない🙃
予定が無い日はずっと家にいるの
直さないと、、

#vlog#06#朝活#自分磨き#日常#休日の過ごし方",VIDEO,https://www.instagram.com/reel/C5BGauapRjC/,2024-03-27T12:13:35+0000,1412,23,44132,0,178,0,0,1613
18012190727200489,"本当にあっという間の高校生活で寂しい。

今回は卒業式で素敵な写真を撮っていただきました！

📷カメラマンさん→@ri.pho.to

#reelsinstagram#fyp#高校生#卒業#06#おすすめ",VIDEO,https://www.instagram.com/reel/C474NfgJKiJ/,2024-03-25T11:36:27+0000,1114,17,46962,0,74,5,0,1210
18075400633463637,"無事に高校卒業しました！🎓

昔と比べると大分変われた気がします。
周りの方々には本当感謝しかないです☺️

大学生編も投稿していきたいと思うので、良かったらこれからも見ていただけると嬉しいです！

#卒業#卒業式#高校生#fyp#おすすめ#vlog#06",VIDEO,https://www.instagram.com/reel/C45cRKopaBL/,2024-03-24T12:51:53+0000,3795,106,178698,0,615,27,0,4543
18043104463710521,"ディズニーらしさゼロのディズニーvlog

この感じで3人とも優秀なのは聞いてない😐

#vlog#日常#高校生#06#おすすめ#fyp",VIDEO,https://www.instagram.com/reel/C40NN4MJyrE/,2024-03-22T12:04:16+0000,1494,18,53064,0,134,3,0,1649
18023790527071307,"昼夜逆転の謎テンションで撮ってしまった。
編集楽しかったから後悔はないです、、🫣

#高校生#06#vlog#日常#おすすめ#fyp",VIDEO,https://www.instagram.com/reel/C4p6PHYJ30S/,2024-03-18T12:03:37+0000,1000,29,36520,0,107,0,0,1136
17996757299577709,"中1→高3
6年で少しは変われたかな🙂

#fyp#06#reelsinstagram#垢抜け",VIDEO,https://www.instagram.com/reel/C4kz-chJ6-3/,2024-03-16T12:30:42+0000,30499,298,350247,0,2250,215,0,33262
17988829106440960,"1ヶ月半のロンドン観光も終わり、これからまた日本で頑張ります🔥

時差ボケか朝活のせいか分からないけど帰国後昼間が眠すぎる、、

#朝活#自分磨き#06#fyp#vlog",VIDEO,https://www.instagram.com/reel/C4iKWZvJurz/,2024-03-15T11:48:38+0000,952,20,22635,0,95,2,0,1069
18226891891248242,"濃い1日でした
ロンドン残り1日なの信じられない😢

#朝活#高校生#vlog#06",VIDEO,https://www.instagram.com/reel/C4X_Y3WpwA4/,2024-03-11T13:07:09+0000,2841,30,76931,0,440,3,0,3314
18112020967366891,"意識は常に高く持つのが大事な気がしてきました。
投稿している以上、継続して自分磨いていきたいと思います🔥

#朝活#自分磨き#高校生#06#vlog",VIDEO,https://www.instagram.com/reel/C4QGz6gpa2y/,2024-03-08T11:33:38+0000,2187,17,66337,0,489,8,0,2701
18000056819252503,"しばらくクロワッサンは食べないと思います

#大きすぎ#おすすめ#fyp#06",VIDEO,https://www.instagram.com/reel/C4LGw_3JlLy/,2024-03-06T12:54:31+0000,1261,28,49904,0,129,3,0,1421
18084171649429661,"自然からしか摂取できない何かがある
公園巡りも良いかもしれない😌

#06#自分磨き#fyp#おすすめ#vlog",VIDEO,https://www.instagram.com/reel/C4DUbT-plpO/,2024-03-03T12:21:28+0000,1144,9,25247,0,92,1,0,1246
18415419487017558,"朝活の度が過ぎた1日でした

自分磨き系朝活男子になるしかないのかな
色々模索してる最中なのでアドバイスいただけると嬉しいです🙂

#朝活#自分磨き#高校生#おすすめ#vlog#fyp",VIDEO,https://www.instagram.com/reel/C37n367pF8g/,2024-02-29T12:39:05+0000,2204,32,132766,0,441,1,0,2678
17932639877815001,"人生初の友達だけで海外旅行🇪🇸
充実した4日間でした。

家族旅行も良いけど友達と行くのも凄く楽し
#高校生#fyp#vlog#バルセロナ#海外旅行#06",VIDEO,https://www.instagram.com/reel/C3u_TInJnth/,2024-02-24T14:51:01+0000,817,16,11469,0,49,1,0,883
18044003860722277,"全部中途半端だったことに気付いたので力入れて頑張ります💪
・
・
・
友達と合流してイギリス、スペイン観光満喫したので、溜まってた動画上げます🙇‍♂️

#自分磨き#おすすめ#高校生#vlog#fyp#London",VIDEO,https://www.instagram.com/reel/C3kd0zjvFBX/,2024-02-20T12:48:55+0000,1662,42,18474,0,294,1,0,1999
18011504282242744,"綺麗なロンドンを共有させてください

一つの投稿に収まりきらないくらい素晴らしい街です🇬🇧

#ロンドン#海外旅行#fyp#06",VIDEO,https://www.instagram.com/reel/C3KqbtYJmu4/,2024-02-10T12:15:33+0000,749,17,8042,0,22,0,0,788
18024788293801504,"休日の過ごし方🇬🇧
今度は丸一日博物館巡りしてみようかな。

#おすすめ#fyp#ロンドン#海外旅行#vlog#06",VIDEO,https://www.instagram.com/reel/C293Db_p3DA/,2024-02-05T13:08:40+0000,588,7,8509,0,26,0,0,621
18245825233240506,"18歳の誕生日はロンドンで迎えました。
貴重な体験をさせてくれた友達に感謝😊

#高校生#おすすめ#fyp#vlog#海外旅行#ロンドン",VIDEO,https://www.instagram.com/reel/C2zp484pXzl/,2024-02-01T13:49:36+0000,2801,50,13418,0,377,4,0,3232
18298103653148747,"高校最後の春休みは最初から予定詰め込みすぎてる、笑
新宿御苑、King Gnuのライブからのロンドン🇬🇧
またしばらくイギリスにいるのでおすすめの場所や行って欲しい所等あれば教えてください🙇‍♂️
#高校生#おすすめ#fyp#vlog#London",VIDEO,https://www.instagram.com/reel/C2uWnn4MTBS/,2024-01-30T12:27:32+0000,700,25,8733,0,42,0,0,767
18305996914121907,"高校最後のテスト期間が終わりました
高校3年間があっという間で少し寂しい🫥

#高校生#おすすめ#fyp#fyp",VIDEO,https://www.instagram.com/reel/C2m2AeBJGQ3/,2024-01-27T14:26:49+0000,3339,56,18202,0,586,5,0,3986
17963437277573239,"今年はアクティブな年初めになりました🔥

#おすすめ#fyp#vlog#高校生#06",VIDEO,https://www.instagram.com/reel/C1zN9spp619/,2024-01-07T13:13:51+0000,1415,29,6845,0,116,0,0,1560
18014486840105482,"新年初投稿です！
今年もよろしくお願いします。

自分磨きでした方が良いことあれば教えて欲しいです、！
#自分磨き#男磨き#おすすめ#高校生#vlog#fyp#モイスティーヌ代官山サロン",VIDEO,https://www.instagram.com/reel/C1reDmbpn3X/,2024-01-04T13:01:42+0000,1762,46,5979,0,207,1,0,2016
17853760194098875,"今年は色々なことができて充実した1年でした
皆さん良いお年を！

#thankyou2023#おすすめ#男子高校生#06#fyp",VIDEO,https://www.instagram.com/reel/C1hDojbJ0hN/,2023-12-31T11:59:48+0000,1787,21,6157,0,103,0,0,1911
17902202138837499,"感性を磨いた1日。
雰囲気少し変えてみました

#おすすめ#休日の過ごし方 #高校生#vlog#fyp",VIDEO,https://www.instagram.com/reel/C1ZQVuiJGak/,2023-12-28T11:20:02+0000,1337,18,4597,0,98,0,0,1453
17887597136966911,"メリークリスマス🎄

来年こそは。
#おすすめ#高校生#vlog#fyp#クリスマス#ソロ活",VIDEO,https://www.instagram.com/reel/C1PPE3CpaZZ/,2023-12-24T13:50:22+0000,1982,48,4374,0,170,0,0,2200
18171625318295813,"最近毎日充実してて楽しいです
#おすすめ#男子高校生の日常#高校生#vlog#fyp#06",VIDEO,https://www.instagram.com/reel/C1MspVtpdev/,2023-12-23T14:11:23+0000,2176,31,5129,0,260,0,0,2467
18018974080819246,"陽気な3人で賑やかでした🙃

課題に追われてて久しぶりの投稿です
#おすすめ#高校生の日常#高校生#06#vlog#fyp",VIDEO,https://www.instagram.com/reel/C1HWifnpDiK/,2023-12-21T12:24:07+0000,1620,32,4655,0,134,0,0,1786
17882938775919008,"卒業までに友達全員に動画出てもらいたい🙄

#おすすめ#高校生#vlog#fyp",VIDEO,https://www.instagram.com/reel/C0l3IlAJUgl/,2023-12-08T12:14:04+0000,1999,28,4694,0,238,1,0,2266
17895560606929972,"男磨きのモチベ爆上がりでした
#男磨き#おすすめ#高校生#vlog#fyp",VIDEO,https://www.instagram.com/reel/C0TxrBSpLNC/,2023-12-01T11:38:28+0000,1215,21,4267,0,107,1,0,1344
18069997381448610,#おすすめ#高校生#vlog#fyp#柴犬,VIDEO,https://www.instagram.com/reel/C0Jk-Fpp94L/,2023-11-27T12:36:55+0000,1229,21,3032,0,67,0,0,1317
18059563261441807,"新大久保巡りしました。
韓国は絶対行きたい🇰🇷

#おすすめ#高校生#vlog#fyp#新大久保",VIDEO,https://www.instagram.com/reel/Cz_SGE2pFmo/,2023-11-23T12:38:08+0000,1739,39,4097,0,191,0,0,1969
